Vert_Group,Genus,Species,Common_name,Latitude,Longitude,Elevation,Year_final,Breeding_Cycle,Moult,Life_Stage,CaptureMethod,SampleMethod,MaxLatency_A,MaxLate_Cort,LateStressCort,MajorStressPop,Male_A_Mean,fem_A_Mean,Male_BC_Mean,fem_BC_Mean,Male_SC_Mean,fem_SC_Mean,Ref_ID
Fish,Salaria,pavo,Peacock blenny,45.6878,13.7886,0,2006,Breeding,,Parasitic male,Trap,Attractant,0,,,,0.7,,,,,,626
Fish,Salaria,pavo,Peacock blenny,36.9833,-7.85,0,2006,Breeding,,Nest-holder male,Trap,Attractant,0,,,,1.96,,,,,,626
Fish,Salaria,pavo,Peacock blenny,45.6878,13.7886,0,2006,Breeding,,Nest-holder male,Trap,Attractant,0,,,,2.08,,,,,,626
Reptile,Chelydra,serpentina,Common snapping turtle,44.5,-89.5,587,,Breeding,,,Trap,Attractant,10,,,,26.18,0.52,,,,,366
Reptile,Chelydra,serpentina,Common snapping turtle,44.5,-89.5,587,,Breeding,,,Trap,Attractant,10,,,,49.29,0.72,,,,,366
Bird,Calcarius,lapponicus,Lapland longspur,68.63,-149.6,760,1992,Breeding,,,Trap,,,,,,1.17,0.81,,,,,105
Reptile,Chelydra,serpentina,Common snapping turtle,44.5,-89.5,587,,Breeding,,,Trap,Attractant,10,,,,,0.84,,,,,366
Bird,Calcarius,lapponicus,Lapland longspur,68.63,-149.6,760,1992,Breeding,,,Trap,,,,,,6.67,1.19,,,,,105
Bird,Calcarius,lapponicus,Lapland longspur,68.63,-149.6,760,1996,Breeding,,Courtship,Trap,,20,,,,8.4,,,,,,104
Bird,Calcarius,lapponicus,Lapland longspur,68.63,-149.6,760,1992,Breeding,,"Incubation, Young care",Trap,,,,,,0.34,,,,,,105
Bird,Calcarius,lapponicus,Lapland longspur,68.63,-149.6,760,1992,Breeding,,Incubation,Trap,,,,,,1.31,,,,,,105
Bird,Calcarius,lapponicus,Lapland longspur,68.63,-149.6,760,1992,Breeding,,Laying,Trap,,,,,,2.27,,,,,,105
Bird,Calcarius,lapponicus,Lapland longspur,68.63,-149.6,760,1992,Breeding,,Courtship,Trap,,,,,,4.94,,,,,,105
Bird,Haemorhous,mexicanus,House finch,32.61,-85.33,225,2000,Breeding,,Courtship,Trap,Attractant,60,,,,0.24,,11.76,,,,108
Bird,Haemorhous,mexicanus,House finch,32.61,-85.33,225,2000,Breeding,,Courtship,Trap,Attractant,60,,,,1.13,,8.42,,,,108
Bird,Aphelocoma,californica,Californian scrub-jay,31.93,-109.38,1984,1994,Breeding,,,Trap,,,,,,0.6,,,,,,111
Bird,Aphelocoma,ultramarina,Mexican scrub-jay,31.93,-109.38,1985,1994,Breeding,,Young care,Trap,,,,,,0.05,,,,,,111
Bird,Aphelocoma,ultramarina,Mexican scrub-jay,31.93,-109.38,1985,1994,Breeding,,Postbreeding,Trap,,,,,,0.05,,,,,,111
Bird,Aphelocoma,ultramarina,Mexican scrub-jay,31.93,-109.38,1985,1994,Nonbreeding,,,Trap,,,,,,0.08,,,,,,111
Bird,Aphelocoma,ultramarina,Mexican scrub-jay,31.93,-109.38,1985,1994,Nonbreeding,,,Trap,,,,,,0.13,,,,,,111
Bird,Aphelocoma,ultramarina,Mexican scrub-jay,31.93,-109.38,1985,1994,Nonbreeding,,,Trap,,,,,,0.27,,,,,,111
Bird,Aphelocoma,ultramarina,Mexican scrub-jay,31.93,-109.38,1985,1994,Breeding,,,Trap,,,,,,0.46,,,,,,111
Bird,Aphelocoma,ultramarina,Mexican scrub-jay,31.93,-109.38,1985,1994,Breeding,,Incubation,Trap,,,,,,0.75,,,,,,111
Bird,Aphelocoma,ultramarina,Mexican scrub-jay,31.93,-109.38,1985,1994,Nonbreeding,,,Trap,,,,,,0.82,,,,,,111
Bird,Aphelocoma,ultramarina,Mexican scrub-jay,31.93,-109.38,1985,1994,Breeding,,Courtship,Trap,,,,,,0.99,,,,,,111
Reptile,Chelydra,serpentina,Common snapping turtle,43.95,-89,234,,Breeding,,,Trap,Attractant,5,,,,12.9,,,,,,365
Reptile,Chelydra,serpentina,Common snapping turtle,43.95,-89,234,,Breeding,,,Trap,Attractant,5,,,,17.7,,,,,,365
Reptile,Chelydra,serpentina,Common snapping turtle,43.95,-89,234,,Breeding,,,Trap,Attractant,5,,,,21.3,,,,,,365
Reptile,Chelydra,serpentina,Common snapping turtle,44.5,-89.5,587,,Breeding,,,Trap,Attractant,10,,,,46.05,,,,,,366
Reptile,Chelydra,serpentina,Common snapping turtle,44.5,-89.5,587,,Breeding,,,Trap,Attractant,10,,,,50.01,,,,,,366
Bird,Falco,tinnunculus,Eurasian kestrel,44.801,10.3279,70,2007,Breeding,,Young care,Trap,Active,10,,,,0.51,0.52,,,,,400
Bird,Falco,tinnunculus,Eurasian kestrel,44.801,10.3279,70,2007,Breeding,,Prebreeding,Trap,Active,10,,,,1.63,1.08,,,,,400
Bird,Parabuteo,unicinctus,Harris' hawk,32.53,-111.25,610,1987,Nonbreeding,,,Trap,Active,,,,,0.0185,0.0093,,15.0088,,,120
Bird,Parabuteo,unicinctus,Harris' hawk,32.53,-111.25,610,1987,Breeding,,,Trap,Active,,,,,,0.0098,,25.8841,,,120
Bird,Parabuteo,unicinctus,Harris' hawk,32.53,-111.25,610,1987,Nonbreeding,,,Trap,Active,,,,,,0.0101,22.595,12.0672,,,120
Bird,Parabuteo,unicinctus,Harris' hawk,32.53,-111.25,610,1987,Breeding,,,Trap,Active,,,,,0.0097,0.0187,27.2311,25.7621,,,120
Bird,Parabuteo,unicinctus,Harris' hawk,32.53,-111.25,610,1987,Breeding,,,Trap,Active,,,,,0.0213,0.0192,40.5834,40.2458,,,120
Bird,Parabuteo,unicinctus,Harris' hawk,32.53,-111.25,610,1987,Nonbreeding,,,Trap,Active,,,,,0.0108,0.0213,8.5352,9.2149,,,120
Bird,Parabuteo,unicinctus,Harris' hawk,32.53,-111.25,610,1987,Nonbreeding,,,Trap,Active,,,,,0.0227,0.0221,29.4525,9.1245,,,120
Bird,Parabuteo,unicinctus,Harris' hawk,32.53,-111.25,610,1987,Nonbreeding,,,Trap,Active,,,,,0.0482,0.0315,29.0915,24.823,,,120
Bird,Parabuteo,unicinctus,Harris' hawk,32.53,-111.25,610,1987,Breeding,,,Trap,Active,,,,,0.3747,0.0348,42.912,37.2953,,,120
Bird,Parabuteo,unicinctus,Harris' hawk,32.53,-111.25,610,1987,Breeding,,,Trap,Active,,,,,0.1224,0.0548,31.048,50.6896,,,120
Bird,Parabuteo,unicinctus,Harris' hawk,32.53,-111.25,610,1987,Breeding,,,Trap,Active,,,,,0.3715,0.071,40.379,40.8265,,,120
Fish,Abudefduf,sexfasciatus,Scissortail sergeant,-17.48,-149.8,0,2014,Breeding,,,Trap,Active,5,,,,0.2,,,,,,591
Fish,Abudefduf,sexfasciatus,Scissortail sergeant,-17.48,-149.8,0,2014,Breeding,,Laying,Trap,Active,5,,,,0.5,,,,,,591
Fish,Abudefduf,sexfasciatus,Scissortail sergeant,-17.48,-149.8,0,2014,Breeding,,Territorial morph,Trap,Active,5,,,,7.5,,,,,,591
Fish,Abudefduf,sexfasciatus,Scissortail sergeant,-17.48,-149.8,0,2014,Breeding,,,Trap,Active,5,5,,,2.5,,1,,,,591
Fish,Abudefduf,sexfasciatus,Scissortail sergeant,-17.48,-149.8,0,2014,Breeding,,Laying,Trap,Active,5,5,,,2.5,,9,,,,591
Fish,Abudefduf,sexfasciatus,Scissortail sergeant,-17.48,-149.8,0,2014,Breeding,,Territorial morph,Trap,Active,5,5,,,7,,7,,,,591
Reptile,Graptemys,flavimaculata,Yellow-blotched map turtle,31.15,-88.58,32,1998,Breeding,,,Trap,Active,10,,,,0.77,,,,,,385
Reptile,Graptemys,flavimaculata,Yellow-blotched map turtle,31.15,-88.58,32,1998,Breeding,,,Trap,Active,10,,,,1.3,,,,,,385
Reptile,Graptemys,flavimaculata,Yellow-blotched map turtle,31.15,-88.58,32,1998,Breeding,,,Trap,Active,10,,,,1.39,,,,,,385
Reptile,Graptemys,flavimaculata,Yellow-blotched map turtle,31.15,-88.58,32,1998,Breeding,,,Trap,Active,10,,,,1.93,,,,,,385
Reptile,Graptemys,flavimaculata,Yellow-blotched map turtle,31.15,-88.58,32,1998,Breeding,,,Trap,Active,10,,,,3.12,,,,,,385
Reptile,Graptemys,flavimaculata,Yellow-blotched map turtle,31.15,-88.58,32,1998,Breeding,,,Trap,Active,10,,,,4.86,,,,,,385
Reptile,Graptemys,flavimaculata,Yellow-blotched map turtle,31.15,-88.58,32,1998,Breeding,,,Trap,Active,10,,,,7.17,,,,,,385
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1994,Breeding,,,Trap,Passive,0,,,,0.8055,0.0216,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1993,Breeding,,,Trap,Passive,0,,,,3.935,0.0235,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1993,Nonbreeding,,,Trap,Passive,0,,,,0.1973,0.0263,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1993,Breeding,,,Trap,Passive,0,,,,4.468,0.0283,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1994,Breeding,,,Trap,Passive,0,,,,0.7146,0.031,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1994,Breeding,,,Trap,Passive,0,,,,7.442,0.0323,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1993,Breeding,,,Trap,Passive,0,,,,0.296,0.0386,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1993,Breeding,,,Trap,Passive,0,,,,3.406,0.0456,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1993,Nonbreeding,,,Trap,Passive,0,,,,0.2331,0.0469,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1993,Breeding,,,Trap,Passive,0,,,,3.749,0.0487,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1992,Breeding,,,Trap,Passive,0,,,,5.3875,0.0566,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1993,Nonbreeding,,,Trap,Passive,0,,,,0.402,0.061,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1992,Breeding,,,Trap,Passive,0,,,,5.6569,0.0725,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1993,Breeding,,,Trap,Passive,0,,,,3.783,0.0763,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1994,Nonbreeding,,,Trap,Passive,0,,,,2.8755,0.0814,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1993,Breeding,,,Trap,Passive,0,,,,6.1736,0.0817,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1993,Breeding,,,Trap,Passive,0,,,,7.1218,0.0862,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1994,Breeding,,,Trap,Passive,0,,,,8.1778,0.0904,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1994,Breeding,,,Trap,Passive,0,,,,5.6925,0.0984,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1992,Breeding,,,Trap,Passive,0,,,,4.6344,0.1027,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1993,Breeding,,,Trap,Passive,0,,,,9.3284,0.1377,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1992,Breeding,,,Trap,Passive,0,,,,2.62,0.1447,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1994,Breeding,,,Trap,Passive,0,,,,6.735,0.1611,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1994,Nonbreeding,,,Trap,Passive,0,,,,0.3209,0.7804,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1992,Breeding,,,Trap,Passive,0,,,,4.298,0.9776,,,,,627
Fish,Dasyatis,sabina,Atlantic stingray,28.2014,-80.6342,0,1994,Breeding,,,Trap,Passive,0,,,,5.325,1.4912,,,,,627
Bird,Calidris,fuscicollis,White-rumped sandpiper,63.987,-81.697,0,2010,Breeding,,Incubation,Trap,Active,,4,30,,,,,22.62,,98.22,21
Bird,Phalaropus,fulicarius,Red phalarope,63.987,-81.697,0,2010,Breeding,,Incubation,Trap,Active,,4,30,,,,14.69,,55.47,,21
Bird,Histrionicus,histrionicus,Harlequin duck,47.6833,-123,0,1997,Breeding,,"Incubation, Young care",Trap,Active,,3,30,,,,,22.4,,45.66,292
Bird,Ficedula,hypoleuca,Pied flycatcher,40.9667,-3.8,1400,2012,Breeding,,Incubation,Hand,Active,,,,,,0.33,,,,,480
Bird,Eudyptes,chrysolophus,Macaroni penguin,-54.0037,-38.0308,180,2009,Breeding,N,,Hand,Active,,4,,,,,,19.29,,,422
Bird,Spheniscus,magellanicus,Magellanic penguin,-44.039,-65.1988,0,1999,Breeding,N,Incubation,Hand,Active,,3,30,,,,1.4,,30.1,,426
Bird,Spheniscus,magellanicus,Magellanic penguin,-44.039,-65.1988,0,2001,Breeding,N,Incubation,Hand,Active,,3,30,,,,1.4,,21.8,,426
Bird,Pygoscelis,adeliae,Adelie penguin,-66.667,140,0,2009,Breeding,N,Young care,Hand,Active,,5,,,,,11,,,,428
Bird,Pygoscelis,adeliae,Adelie penguin,-66.667,140,0,2009,Breeding,N,Young care,Hand,Active,,5,,,,,10,,,,428
Bird,Calonectris,diomedea,Cory's shearwater,27.845,-15.79,65,2005,Breeding,,Incubation,Hand,Active,,2,,,,,,31.07,,,279
Bird,Tetrao,tetrix,Black grouse,62.6237,25.5588,120,1991,Breeding,,Prebreeding,Trap,"Active, Attractant",60,,,,0.289,,,,,,135
Bird,Tetrao,tetrix,Black grouse,62.6237,25.5588,120,1991,Breeding,,Prebreeding,Trap,"Active, Attractant",60,,,,0.337,,,,,,135
Bird,Tetrao,tetrix,Black grouse,62.6237,25.5588,120,1991,Breeding,,Courtship,Trap,"Active, Attractant",60,,,,1.146,,,,,,135
Bird,Tetrao,tetrix,Black grouse,62.6237,25.5588,120,1991,Breeding,,Laying,Trap,"Active, Attractant",60,,,,1.35,,,,,,135
Mammal,Suricata,suricatta,Meerkat,-26.9833,21.8333,930,2002,Breeding,,,Trap,Anesthetized,,,,,5.91,,,,,,207
Mammal,Suricata,suricatta,Meerkat,-26.9833,21.8333,930,2002,Breeding,,,Trap,Anesthetized,,,,,6.09,,,,,,207
Mammal,Suricata,suricatta,Meerkat,-26.9833,21.8333,930,2002,Breeding,,,Trap,Anesthetized,,,,,7.29,,,,,,207
Mammal,Phoca,vitulina,Harbor seal,57.55,-4.186,115,1992,"Breeding, Nonbreeding",,,Trap,Anesthetized,,,,,,,379.31,829.5,,,236
Bird,Sula,sula,Red-footed booby,-22.333,40.353,2,1999,Nonbreeding,,,Nesting,Active,,16,,,,,6.56,4.9811,,,98
Bird,Sula,sula,Red-footed booby,-22.333,40.353,2,1998,Breeding,,Prebreeding,Nesting,Active,,16,,,,,9.2472,5.524,,,98
Bird,Sula,sula,Red-footed booby,-22.333,40.353,2,1998,Breeding,,Young care ,Nesting,Active,,16,,,,,30.3042,13.5814,,,98
Bird,Parus,major,Great tit,61.333,22.167,38,1999,Breeding,,Young care,Nesting,Active,,,,,,,,25.1,,,82
Bird,Parus,major,Great tit,61.333,22.167,38,1999,Breeding,,Young care,Nesting,Active,,,,,,,,25.3,,,82
Bird,Sula,sula,Red-footed booby,-22.333,40.353,2,1998,Breeding,,Incubation,Nesting,Active,,16,,,,,21.7901,25.3528,,,98
Bird,Sula,sula,Red-footed booby,-22.333,40.353,2,1998,Breeding,,Young care ,Nesting,Active,,16,,,,,31.3331,33.8959,,,98
Bird,Rissa,tridactyla,Black-legged kittiwake,78.9,12.217,30,2004,Breeding,,Young care,Nesting,Active,,5,30,,,,8.69,8.61,52.77,54.22,4
Bird,Rissa,tridactyla,Black-legged kittiwake,78.9,12.217,30,2004,Breeding,,Young care,Nesting,Active,,5,30,,,,13.84,15.58,54.27,55.79,4
Bird,Rissa,tridactyla,Black-legged kittiwake,78.9,12.217,10,2005,Breeding,,Young care,Nesting,Active,,3,,,,,7.701,,,,3
Bird,Rissa,tridactyla,Black-legged kittiwake,78.9,12.217,10,2005,Breeding,,Young care,Nesting,Active,,3,,,,,6.469,,,,3
Bird,Rissa,tridactyla,Black-legged kittiwake,78.9,12.217,30,2005,Breeding,,Young care,Nesting,Active,,5,,,,,6.12,,,,4
Bird,Rissa,tridactyla,Black-legged kittiwake,78.9,12.217,30,2005,Breeding,,Young care,Nesting,Active,,5,,,,,16.47,,,,4
Bird,Macronectes,giganteus,Southern giant petrel,-54.0053,-38.0378,20,2009,Breeding,,Incubation,Nesting,Active,,3,,,,,3.39,6.65,,,16
Bird,Macronectes,giganteus,Southern giant petrel,-54.0053,-38.0378,20,2009,Breeding,Y,Young care,Nesting,Active,,3,,,,,6.78,6.65,,,16
Bird,Macronectes,giganteus,Southern giant petrel,-54.0053,-38.0378,20,2009,Breeding,Y,Young care,Nesting,Active,,3,,,,,6.59,6.66,,,16
Bird,Macronectes,halli,Northern giant petrel,-54.0053,-38.0378,20,2009,Breeding,Y,Young care,Nesting,Active,,3,,,,,7.65,7.45,,,16
Bird,Macronectes,halli,Northern giant petrel,-54.0053,-38.0378,20,2009,Breeding,Y,Young care,Nesting,Active,,3,,,,,7.31,7.85,,,16
Bird,Macronectes,halli,Northern giant petrel,-54.0053,-38.0378,20,2009,Breeding,Y,Incubation,Nesting,Active,,3,,,,,7.57,8.58,,,16
Bird,Macronectes,halli,Northern giant petrel,-54.0053,-38.0378,20,2009,Breeding,Y,Young care,Nesting,Active,,3,,,,,5.5,8.67,,,16
Bird,Macronectes,giganteus,Southern giant petrel,-54.0053,-38.0378,20,2009,Breeding,Y,Incubation,Nesting,Active,,3,,,,,5.92,8.83,,,16
Bird,Macronectes,halli,Northern giant petrel,-54.0053,-38.0378,20,2009,Breeding,Y,Incubation,Nesting,Active,,3,,,,,7.4,8.83,,,16
Bird,Macronectes,giganteus,Southern giant petrel,-54.0053,-38.0378,20,2009,Breeding,Y,Young care,Nesting,Active,,3,,,,,6.79,9.41,,,16
Bird,Sturnus,vulgaris,Starling,51.22,4.4,13,2000,Breeding,,Incubation,Nesting,Active,,,,,1,,,,,,253
Fish,Chromis,dispilus,Demoiselle,-36.61,174.48,0,1989,Breeding,,Young care,Hand,Active,,,,,1,,,,,,604
Fish,Chromis,dispilus,Demoiselle,-36.61,174.48,0,1989,Breeding,,Young care,Hand,Active,,,,,1.2,,,,,,604
Fish,Chromis,dispilus,Demoiselle,-36.04,175.48,0,1992,Breeding,,Young care,Hand,Active,,,,,1.4,,,,,,604
Fish,Chromis,dispilus,Demoiselle,-36.04,175.48,0,1992,Breeding,,Young care,Hand,Active,,,,,1.45,,,,,,604
Fish,Chromis,dispilus,Demoiselle,-36.61,174.48,0,1989,Breeding,,Young care,Hand,Active,,,,,1.7,,,,,,604
Fish,Chromis,dispilus,Demoiselle,-36.04,175.48,0,1992,Breeding,,Young care,Hand,Active,,,,,2.8,,,,,,604
Fish,Chromis,dispilus,Demoiselle,-36.61,174.48,0,1989,Breeding,,Young care,Hand,Active,,,,,8.4,,,,,,604
Fish,Chromis,dispilus,Demoiselle,-36.04,175.48,0,1992,Breeding,,Young care,Hand,Active,,,,,11.15,,,,,,604
Fish,Chromis,dispilus,Demoiselle,-36.04,175.48,0,1992,Breeding,,Courtship,Hand,Active,,,,,21.6,,,,,,604
Fish,Chromis,dispilus,Demoiselle,-36.61,174.48,0,1989,Breeding,,Courtship,Hand,Active,,,,,22.8,,,,,,604
Fish,Chromis,dispilus,Demoiselle,-36.61,174.48,0,1989,Breeding,,Young care,Hand,Active,,,,,0.4,,,,,,604
Fish,Chromis,dispilus,Demoiselle,-36.04,175.48,0,1992,Breeding,,Young care,Hand,Active,,,,,0.6,,,,,,604
Fish,Chromis,dispilus,Demoiselle,-36.61,174.48,0,1989,Breeding,,Young care,Hand,Active,,,,,0.65,,,,,,604
Fish,Chromis,dispilus,Demoiselle,-36.04,175.48,0,1992,Breeding,,Young care,Hand,Active,,,,,0.7,,,,,,604
Fish,Chromis,dispilus,Demoiselle,-36.61,174.48,0,1989,Breeding,,Young care,Hand,Active,,,,,1,,,,,,604
Fish,Chromis,dispilus,Demoiselle,-36.04,175.48,0,1992,Breeding,,Young care,Hand,Active,,,,,1.15,,,,,,604
Fish,Chromis,dispilus,Demoiselle,-36.61,174.48,0,1989,Breeding,,Young care,Hand,Active,,,,,1.9,,,,,,604
Fish,Chromis,dispilus,Demoiselle,-36.04,175.48,0,1992,Breeding,,Young care,Hand,Active,,,,,3.8,,,,,,604
Fish,Chromis,dispilus,Demoiselle,-36.04,175.48,0,1992,Breeding,,Courtship,Hand,Active,,,,,4.1,,,,,,604
Fish,Chromis,dispilus,Demoiselle,-36.61,174.48,0,1989,Breeding,,Courtship,Hand,Active,,,,,6.3,,,,,,604
Amphibian,Bufo,japonicus,Japanese common toad,35.8216,139.4187,87,1981,Nonbreeding,,,Hand,Active,3,,,,1.6471,0.8147,,,,,464
Amphibian,Bufo,japonicus,Japanese common toad,35.8216,139.4187,87,1981,Nonbreeding,,,Hand,Active,3,,,,1.4258,1.5373,,,,,464
Amphibian,Bufo,japonicus,Japanese common toad,35.8216,139.4187,87,1981,Nonbreeding,,Postbreeding,Hand,Active,3,,,,0.51,1.6012,,,,,464
Amphibian,Bufo,japonicus,Japanese common toad,35.8216,139.4187,87,1981,Nonbreeding,,Postbreeding,Hand,Active,3,,,,1.4025,1.6656,,,,,464
Amphibian,Bufo,japonicus,Japanese common toad,35.8216,139.4187,87,1981,Nonbreeding,,,Hand,Active,3,,,,10.5952,2.4304,,,,,464
Amphibian,Bufo,japonicus,Japanese common toad,35.8216,139.4187,87,1981,Nonbreeding,,,Hand,Active,3,,,,25.4563,2.8923,,,,,464
Amphibian,Bufo,japonicus,Japanese common toad,35.8216,139.4187,87,1981,Nonbreeding,,,Hand,Active,3,,,,2.857,3.1534,,,,,464
Amphibian,Litoria,ewingii,Whistling frog,-45.8788,170.5028,4,1993,Breeding,,,Hand,"Active, Killed",10,10,180,,,4,,2.01,,11.6792,451
Amphibian,Bufo,japonicus,Japanese common toad,35.8216,139.4187,87,1981,Nonbreeding,,,Hand,Active,3,,,,6.708,5.6933,,,,,464
Amphibian,Triturus,carnifex,Italian crested newt,43.0262,12.8897,870,1991,Breeding,,,Hand,"Active, Killed",1,,,,7.3908,6.5254,,,,,472
Amphibian,Bufo,japonicus,Japanese common toad,35.8216,139.4187,87,1981,Nonbreeding,,,Hand,Active,3,,,,26.99,8.3919,,,,,464
Amphibian,Bufo,japonicus,Japanese common toad,35.8216,139.4187,87,1982,Nonbreeding,,,Hand,Active,3,,,,14.19,23.1944,,,,,464
Amphibian,Bufo,japonicus,Japanese common toad,35.8216,139.4187,87,1981,Breeding,,,Hand,Active,3,,,,80.9,24.1517,,,,,464
Amphibian,Bufo,japonicus,Japanese common toad,35.8216,139.4187,87,1982,Nonbreeding,,,Hand,Active,3,,,,32.1698,29.5476,,,,,464
Amphibian,Triturus,carnifex,Italian crested newt,43.0262,12.8897,870,1991,Breeding,,,Hand,"Active, Killed",,1,,,,,3.8769,2.1246,,,472
Amphibian,Scaphiopus,couchii,Spadefoot toad,31.6835,-111.4514,1012,1993,Nonbreeding,,Postbreeding,Hand,Killed,5,5,,,16.5043,,3.9959,2.3832,,,458
Amphibian,Triturus,carnifex,Italian crested newt,43.0262,12.8897,870,1991,Breeding,,,Hand,"Active, Killed",,1,,,,,15.9184,2.4555,,,472
Amphibian,Triturus,carnifex,Italian crested newt,43.0262,12.8897,870,1991,Nonbreeding,,,Hand,"Active, Killed",,1,,,,,4.9142,2.6612,,,472
Amphibian,Triturus,carnifex,Italian crested newt,43.0262,12.8897,870,1991,Nonbreeding,,,Hand,"Active, Killed",,1,,,,,4.4387,3.4097,,,472
Amphibian,Triturus,carnifex,Italian crested newt,43.0262,12.8897,870,1991,Nonbreeding,,,Hand,"Active, Killed",,1,,,,,3.0593,3.4762,,,472
Amphibian,Triturus,carnifex,Italian crested newt,43.0262,12.8897,870,1991,Breeding,,,Hand,"Active, Killed",,1,,,,,2.9339,3.6571,,,472
Amphibian,Scaphiopus,couchii,Spadefoot toad,31.6835,-111.4514,1012,1993,Breeding,,Copulation,Hand,Killed,5,5,,,134.1916,,12.5831,3.785,,,458
Amphibian,Triturus,carnifex,Italian crested newt,43.0262,12.8897,870,1991,Nonbreeding,,,Hand,"Active, Killed",,1,,,,,6.4748,4.4717,,,472
Amphibian,Triturus,carnifex,Italian crested newt,43.0262,12.8897,870,1991,Nonbreeding,,,Hand,"Active, Killed",,1,,,,,3.8685,4.4804,,,472
Amphibian,Scaphiopus,couchii,Spadefoot toad,31.6835,-111.4514,1012,1993,Breeding,,Prebreeding,Hand,Killed,5,5,,,44.5906,,5.4856,4.729,,,458
Amphibian,Bufo,japonicus,Japanese common toad,35.8216,139.4187,87,1981,Nonbreeding,,,Hand,Active,,3,,,,,20.6756,6.3425,,,466
Amphibian,Triturus,carnifex,Italian crested newt,43.0262,12.8897,870,1991,Nonbreeding,,,Hand,"Active, Killed",,1,,,,,5.401,8.4332,,,472
Amphibian,Bufo,japonicus,Japanese common toad,35.8216,139.4187,87,1981,Nonbreeding,,,Hand,Active,,3,,,,,23.3183,9.5201,,,466
Amphibian,Bufo,japonicus,Japanese common toad,35.8216,139.4187,87,1981,Nonbreeding,,,Hand,Active,,3,,,,,11.9982,11.8363,,,466
Amphibian,Dicroglossus,occipitalis,Western bullfrog,0.3186,25.4136,406,1985,Breeding,,,Hand,Killed,,,,,,,,12.1802,,,467
Amphibian,Bufo,japonicus,Japanese common toad,35.8216,139.4187,87,1981,Nonbreeding,,,Hand,Active,,3,,,,,23.025,12.9808,,,466
Amphibian,Bufo,japonicus,Japanese common toad,35.8216,139.4187,87,1981,Nonbreeding,,,Hand,Active,,3,,,,,4.636,14.4512,,,466
Amphibian,Dicroglossus,occipitalis,Western bullfrog,0.3186,25.4136,406,1985,Breeding,,,Hand,Killed,,,,,,,,14.616,,,467
Amphibian,Triturus,carnifex,Italian crested newt,43.0262,12.8897,870,1991,Nonbreeding,,,Hand,"Active, Killed",,1,,,,,17.7507,15.4154,,,472
Amphibian,Bufo,japonicus,Japanese common toad,35.8216,139.4187,87,1982,Nonbreeding,,,Hand,Active,,3,,,,,28.7313,15.983,,,466
Amphibian,Bufo,japonicus,Japanese common toad,35.8216,139.4187,87,1982,Nonbreeding,,,Hand,Active,,3,,,,,31.5051,16.3174,,,466
Amphibian,Dicroglossus,occipitalis,Western bullfrog,0.3186,25.4136,406,1984,Nonbreeding,,,Hand,Killed,,,,,,,,16.6963,,,467
Amphibian,Dicroglossus,occipitalis,Western bullfrog,0.3186,25.4136,406,1985,Breeding,,,Hand,Killed,,,,,,,,17.0238,,,467
Amphibian,Bufo,japonicus,Japanese common toad,35.8216,139.4187,87,1981,Nonbreeding,,Postbreeding,Hand,Active,,3,,,,,31.9872,17.1907,,,466
Amphibian,Dicroglossus,occipitalis,Western bullfrog,0.3186,25.4136,406,1984,Nonbreeding,,,Hand,Killed,,,,,,,,18.4881,,,467
